jack            ,

compass?
isocell; sony?

name            ,price ,disp          ,camera sensor ,compass ,jack ,fm ,charging ,battery ,5g ,long exp ,iso range
iQOO Z9 Lite 5G ,12k   ,720x1612 IPS  ,sony AI?      ,y       ,y    ,y  ,15w      ,5       ,y  ,23       ,73-3200
Galaxy M14      ,8.3k  ,1080x2400     ,cmos bsi      ,y       ,y    ,y  ,5V 3A    ,6 (nr)  ,y
Vivo T2x        ,15k   ,2408x1080 IPS ,cmos     .64u ,y       ,y    ,y  ,18W      ,5       ,y  ,         ,          ,
OPPO k12x       ,      ,720x1604 IPS  ,isocell  .64u ,y       ,y    ,n  ,         ,5       ,y
M35, 16k, 2340x1080 